Productos_Clave	Productos_Descripcion	Importancia	Sustancias_Clave	Sustancias_Descripcion
6895	ATENFAR	0	3270	Atorvastatina
6896	DISLEP	0	5090	Levosulpirida
6900	PHARMATON	9	65	Ascórbico ácido
6900	PHARMATON	9	85	Hierro
6900	PHARMATON	9	97	Fólico ácido
6900	PHARMATON	9	210	Alfa tocoferol
6900	PHARMATON	9	434	Manganeso
6900	PHARMATON	9	614	Beta caroteno
6900	PHARMATON	9	699	Ginseng
6900	PHARMATON	9	741	Calcio
6900	PHARMATON	9	794	Calcitriol
6900	PHARMATON	9	836	Piridoxina
6900	PHARMATON	9	872	Cianocobalamina
6900	PHARMATON	9	1259	Riboflavina
6900	PHARMATON	9	1404	Tiamina
6900	PHARMATON	9	1629	Selenio
6900	PHARMATON	9	1801	Magnesio óxido
6900	PHARMATON	9	1952	Cobre sulfato
6901	MICARDIS PLUS	1	4217	Telmisartán
6901	MICARDIS PLUS	2	22	Hidroclorotiazida
6903	BREXOTIDE LF	0	246	Salmeterol + fluticasona
6904	RILUTEK	0	3882	Riluzol
6906	METFORMINA	0	2185	Metformina
6907	VARTALAN	0	3277	Valsartán
6908	VARTALAN D	1	3277	Valsartán
6908	VARTALAN D	2	22	Hidroclorotiazida
6919	CLONAZEPAM	0	961	Clonazepam
6921	CLIDETS	0	932	Clindamicina
6922	PERIO-AID CON CCP TRATAMIENTO	1	1014	Clorhexidina
6922	PERIO-AID CON CCP TRATAMIENTO	2	1934	Cetilpiridinio
6926	BROLIN	9	836	Piridoxina
6926	BROLIN	9	889	Cinc
6926	BROLIN	9	2310	Biotina
6926	BROLIN	9	2359	Cisteína
6930	TUBERCULINA PPD RT23 SSI, 2UT/DOSIS	0	3953	Tuberculina
6932	BIOLANE	0	891	Cinc piritiona
6933	CARIAMYL SOLUCION SPRAY	9	194	Alcanfor
6933	CARIAMYL SOLUCION SPRAY	9	449	Mentol
6933	CARIAMYL SOLUCION SPRAY	9	596	Benzocaína
6933	CARIAMYL SOLUCION SPRAY	9	2126	Irgasán
6934	EXIDO	0	346	Lidocaína
6935	GRISUX DIA Y NOCHE	1	740	Paracetamol
6935	GRISUX DIA Y NOCHE	2	2062	Seudoefedrina
6935	GRISUX DIA Y NOCHE	3	2465	Clorfeniramina
6936	INFOR E	9	210	Alfa tocoferol
6936	INFOR E	9	699	Ginseng
6936	INFOR E	9	1006	Procaína
6936	INFOR E	9	1265	Rutina
6936	INFOR E	9	1514	Vitaminas
6936	INFOR E	9	2455	Oligoelementos
6938	RIGOTAX	0	867	Cetirizina
6943	GLAUCOTENSIL	0	3275	Dorzolamida
6944	BRIXIA	0	3150	Azelastina
6945	VALCRON PLUS	9	65	Ascórbico ácido
6945	VALCRON PLUS	9	210	Alfa tocoferol
6945	VALCRON PLUS	9	405	Magnesio
6945	VALCRON PLUS	9	614	Beta caroteno
6945	VALCRON PLUS	9	741	Calcio
6945	VALCRON PLUS	9	889	Cinc
6945	VALCRON PLUS	9	1629	Selenio
6946	AVELOX IV	0	4359	Moxifloxacina
6950	LANSOPRAZOL	0	2977	Lansoprazol
6952	RADIGEN	0	2508	Risperidona
6953	CICLOBENZAPRINA	0	873	Ciclobenzaprina
6954	DISFRUTA LIMON	1	77	Cítrico ácido
6954	DISFRUTA LIMON	2	1300	Sodio bicarbonato
6957	COOLIPS	0	867	Cetirizina
6959	DICLOFENACO DIETILAMINA	0	1159	Diclofenac dietilamina
6960	HYSTICLAR	0	396	Loratadina
6961	KETOROLACO	0	245	Ketorolac
6963	LORAZEPAM	0	398	Lorazepam
6964	LOWFIN	0	1630	Sertralina
6965	MATIDAN	0	600	Nitrofurantoína
6966	MINFADEN	1	740	Paracetamol
6966	MINFADEN	2	2811	Pamabrom
6966	MINFADEN	3	2001	Mepiramina
6967	MINTAGLOS	1	654	Vitamina A
6967	MINTAGLOS	2	1508	Vitamina D
6967	MINTAGLOS	3	889	Cinc
6970	NOSTADEN	0	873	Ciclobenzaprina
6971	OXOLAMINA	0	2557	Oxolamina
6972	PIRITINOL DICLORHIDRATO	0	910	Piritinol
6974	SERTRALINA	0	1630	Sertralina
6975	TESTISAN	1	1707	Ftalilsulfatiazol
6975	TESTISAN	2	1181	Nifuroxazida
6978	SALBUTAMOL AEROSOL	0	1272	Salbutamol
6979	FLUOXETINA	0	1637	Fluoxetina
6980	SALBUTAMOL AEROSOL	0	1272	Salbutamol
6981	PANAGESIC	0	740	Paracetamol
6983	TAPSIN LIMONADA DIA	9	65	Ascórbico ácido
6983	TAPSIN LIMONADA DIA	9	639	Noscapina
6983	TAPSIN LIMONADA DIA	9	735	Cafeína
6983	TAPSIN LIMONADA DIA	9	740	Paracetamol
6985	TAPSIN INFANTIL	0	740	Paracetamol
6986	DEBRIDAT	0	1468	Trimebutina
6987	PRIMIDONA	0	1003	Primidona
6988	ZARCOP	0	2805	Doxilamina
6989	KITADOL MAX	1	740	Paracetamol
6989	KITADOL MAX	2	735	Cafeína
6990	MENTANIA	1	1735	Ginkgo biloba
6990	MENTANIA	2	699	Ginseng
6991	TRIM	0	1468	Trimebutina
6994	QUETIDIN	0	4140	Quetiapina
6995	DIGHERBAL	1	1079	Cynara scolymus L.
6995	DIGHERBAL	2	2234	Boldo
7000	NORSIC	0	4140	Quetiapina
7001	TRADOX	0	3254	Lamotrigina
7002	CITARABINA	0	914	Citarabina
7003	DAUNORRUBICINA	0	701	Daunorrubicina
7005	MIDAZOLAM	0	495	Midazolam
7006	NEFERSIL FAST	0	2975	Lisina clonixinato
7007	PANAGESIC CON CAFEINA	1	740	Paracetamol
7007	PANAGESIC CON CAFEINA	2	735	Cafeína
7014	SIMPERTEN-D100	1	3124	Losartán
7014	SIMPERTEN-D100	2	22	Hidroclorotiazida
7015	TOBE	0	1412	Tibolona
7016	NOC	0	2970	Apomorfina
7017	FUDERMEX	0	2977	Lansoprazol
7018	ENFAMIL 1 PREMIUM	9	82	Docosahexaenoico ácido
7018	ENFAMIL 1 PREMIUM	9	85	Hierro
7018	ENFAMIL 1 PREMIUM	9	303	Lactosa
7018	ENFAMIL 1 PREMIUM	9	497	Minerales
7018	ENFAMIL 1 PREMIUM	9	1056	Colina
7018	ENFAMIL 1 PREMIUM	9	1343	Soja
7018	ENFAMIL 1 PREMIUM	9	1372	Taurina
7018	ENFAMIL 1 PREMIUM	9	1514	Vitaminas
7018	ENFAMIL 1 PREMIUM	9	2219	Aceite de coco
7018	ENFAMIL 1 PREMIUM	9	2288	Araquidónico ácido
7018	ENFAMIL 1 PREMIUM	9	2589	Aceite de soja
7018	ENFAMIL 1 PREMIUM	9	2593	Aceites vegetales
7018	ENFAMIL 1 PREMIUM	9	2961	Uridina
7018	ENFAMIL 1 PREMIUM	9	4088	Citidina
7018	ENFAMIL 1 PREMIUM	9	4492	Zea mays L.
7018	ENFAMIL 1 PREMIUM	9	4520	Guanosina
7018	ENFAMIL 1 PREMIUM	9	4947	Adenosina
7019	SANBLEX	0	1364	Sulpirida
7020	ACENOX	0	1791	Acenocumarol
7021	ASAX	0	1711	Furosemida
7022	CARDACTONA	0	1592	Espironolactona
7023	GRANEODIN-TOS	1	1014	Clorhexidina
7023	GRANEODIN-TOS	2	639	Noscapina
7024	TOPREL	0	3887	Topiramato
7026	TAPSIN NOCTURNO	1	740	Paracetamol
7026	TAPSIN NOCTURNO	2	2465	Clorfeniramina
7027	PROMYRTIL SOLTAB	0	3241	Mirtazapina
7029	SPIRIVA	0	5085	Tiotropio bromuro
7030	CORITEX	0	616	Betametasona
7032	ZULEPTAN	0	3241	Mirtazapina
7033	BENTLEY	9	78	Hidroxipropilmetilcelulosa
7033	BENTLEY	9	1225	Propilenglicol
7033	BENTLEY	9	1480	Urea
7033	BENTLEY	9	1745	Glicerina
7033	BENTLEY	9	2801	Sodio fosfato
7035	TRIATEC PREVENT	0	1248	Ramipril
7036	VALSWEET	0	358	Aspartamo
7037	LAGRICEL OFTENO	0	3076	Sodio hialuronato
7038	EMOLAN GEL PROTECTOR SOLAR FPS 35	0	862	Factor de protección solar (FPS)
7039	PECTOBRONC	0	1143	Dextrometorfano
7039	PECTOBRONC	1	1143	Dextrometorfano
7039	PECTOBRONC	2	740	Paracetamol
7039	PECTOBRONC	3	2062	Seudoefedrina
7040	HERCEPTIN	0	4219	Trastuzumab
7041	DIVARIL	0	3241	Mirtazapina
7043	PRISMA	0	2999	Citalopram
7044	BION 3	9	106	Láctico ácido
7044	BION 3	9	497	Minerales
7044	BION 3	9	1514	Vitaminas
7044	BION 3	9	2455	Oligoelementos
7046	AFTER SHAVE 2 PHASE	1	210	Alfa tocoferol
7046	AFTER SHAVE 2 PHASE	2	3652	Provitamina B5
7046	AFTER SHAVE 2 PHASE	3	449	Mentol
7047	DERMAC CREMA	1	389	Azufre
7047	DERMAC CREMA	2	1256	Resorcina
7050	LEXAPRO	0	5094	Escitalopram
7051	PERIO-AID CON CCP MANTENIMIENTO	1	1014	Clorhexidina
7051	PERIO-AID CON CCP MANTENIMIENTO	2	1934	Cetilpiridinio
7076	RED OFF AQUA	1	522	Nafazolina
7076	RED OFF AQUA	2	205	Alcohol polivinílico
7077	REFRESH LIQUIGEL	0	818	Carboximetilcelulosa sódica
7079	AXANT	0	304	Lactulosa
7081	ZONIX	0	1531	Zopiclona
7082	LOSARTAN POTASICO	0	3124	Losartán
7083	MENTIX	0	4415	Modafinilo
7084	CILODEX	1	899	Ciprofloxacina
7084	CILODEX	2	1127	Dexametasona
7085	NOVAFAC CC-0,30	1	1644	Estrógenos conjugados
7085	NOVAFAC CC-0,30	2	442	Medroxiprogesterona
7086	NOVAFAC CC-L.D.	1	1644	Estrógenos conjugados
7086	NOVAFAC CC-L.D.	2	442	Medroxiprogesterona
7087	VANISH	0	153	Desogestrel
7088	FEMOSTON CONTI	1	1600	Estradiol
7088	FEMOSTON CONTI	2	3980	Didrogesterona
7089	FEMOSTON 1/10	1	1600	Estradiol
7089	FEMOSTON 1/10	2	3980	Didrogesterona
7090	NATRILIX SR	0	147	Indapamida
7091	YASMIN	0	5128	Drospirenona + etinilestradiol
7092	CLIMAFEN	0	1412	Tibolona
7094	MINIGEST-20	0	3986	Etinilestradiol + gestodeno
7097	KAPLUS	0	760	Calcio carbonato
7098	KAPLUS-D	1	760	Calcio carbonato
7098	KAPLUS-D	2	2136	Vitamina D3
7099	CAPRIMIDA D BALANCE	9	405	Magnesio
7099	CAPRIMIDA D BALANCE	9	434	Manganeso
7099	CAPRIMIDA D BALANCE	9	741	Calcio
7099	CAPRIMIDA D BALANCE	9	889	Cinc
7099	CAPRIMIDA D BALANCE	9	1046	Cobre
7099	CAPRIMIDA D BALANCE	9	2136	Vitamina D3
7099	CAPRIMIDA D BALANCE	9	3147	Boro
7100	LEODRIN 70 LIQUICAPS	0	3001	Alendronato
7103	CARVEDILOL	0	2161	Carvedilol
7104	SANIDECAL	0	760	Calcio carbonato
7105	SANIDECAL-D	1	760	Calcio carbonato
7105	SANIDECAL-D	2	1508	Vitamina D
7106	LANTUS	0	5282	Insulina glargina
7107	LEVITRA	0	5281	Vardenafil
7108	MERCAPTOPURINA	0	2081	Mercaptopurina
7110	VALIXA	0	5304	Valganciclovir
7111	BUDASMAL	0	2317	Budesónida
7112	DESITIN CREAMY	0	889	Cinc
7114	BLEPHAGEL DUO	9	938	Pluronic
7114	BLEPHAGEL DUO	9	1302	Sodio borato
7114	BLEPHAGEL DUO	9	2980	Carboxipolimetileno
7116	H-VIT	0	2310	Biotina
7118	SAL LIVIANA EN SODIO CON OREGANO	9	412	Magnesio carbonato
7118	SAL LIVIANA EN SODIO CON OREGANO	9	977	Potasio cloruro
7118	SAL LIVIANA EN SODIO CON OREGANO	9	1146	Dextrosa
7118	SAL LIVIANA EN SODIO CON OREGANO	9	1306	Sodio cloruro
7120	D-MANITOL	0	436	Manitol
7121	FITOQUINONA	0	2069	Fitomenadiona
7122	NANDROLONA	0	537	Nandrolona
7123	BONIL	0	241	Ketoprofeno
7124	AMOFEN	0	1164	Diclofenac
7125	COTIBIN ANTIGRIPAL	9	735	Cafeína
7125	COTIBIN ANTIGRIPAL	9	740	Paracetamol
7125	COTIBIN ANTIGRIPAL	9	2465	Clorfeniramina
7126	GLIFORTEX-G	1	2185	Metformina
7126	GLIFORTEX-G	2	1741	Glibenclamida
7128	MINIGEST	0	3986	Etinilestradiol + gestodeno
7129	MINIGEST-15	0	3986	Etinilestradiol + gestodeno
7131	VAGIFEM	0	1600	Estradiol
7132	REUFIN	0	1090	Glucosamina
7133	VARTALAN D FORTE	1	3277	Valsartán
7133	VARTALAN D FORTE	2	22	Hidroclorotiazida
7134	URAMOL	0	1480	Urea
7135	BETAFERON	0	2388	Interferón beta
7136	NERVIX	0	3678	Venlafaxina
7138	ARTRIDOL DUO	1	1090	Glucosamina
7138	ARTRIDOL DUO	2	4659	Condroitinsulfato
7139	SUPRACALM	0	740	Paracetamol
7140	URAZOL C.R.	0	1582	Oxibutinina
7141	SUPRAHYAL	0	3076	Sodio hialuronato
7145	CLOB-X CREMA	0	942	Clobetasol
7146	ZIENT	0	5088	Ezetimibe
7147	RHINOCORT AQUA	0	2317	Budesónida
7148	HORMORAL	0	1033	Progesterona
7149	LIREX	0	1412	Tibolona
7150	BERSEN MD	0	998	Prednisona
7155	CLUVAX	0	932	Clindamicina
7156	RINOFILAX	0	4831	Desloratadina
7157	INSULINAS ANALOGAS NOVO NORDISK	0	6128	Insulina análoga
7160	DIABION	9	65	Ascórbico ácido
7160	DIABION	9	81	Vitamina B12
7160	DIABION	9	97	Fólico ácido
7160	DIABION	9	210	Alfa tocoferol
7160	DIABION	9	654	Vitamina A
7160	DIABION	9	836	Piridoxina
7160	DIABION	9	889	Cinc
7160	DIABION	9	1404	Tiamina
7160	DIABION	9	1629	Selenio
7160	DIABION	9	1801	Magnesio óxido
7160	DIABION	9	2662	Cromo
7161	OSTEOCAPS	1	760	Calcio carbonato
7161	OSTEOCAPS	2	2136	Vitamina D3
7162	CETIRIZINA DICLORHIDRATO	0	867	Cetirizina
7164	SULIX	0	3276	Tamsulosina
7165	IPV	0	5103	Vacuna antipoliomielitis
7166	MENINGO A + C	0	3676	Vacuna antimeningocócica
7171	TRANT	0	2130	Trazodona
7172	ENFAGROW PREMIUM	9	497	Minerales
7172	ENFAGROW PREMIUM	9	1056	Colina
7172	ENFAGROW PREMIUM	9	1372	Taurina
7172	ENFAGROW PREMIUM	9	1514	Vitaminas
7172	ENFAGROW PREMIUM	9	2070	Sacarosa
7172	ENFAGROW PREMIUM	9	2589	Aceite de soja
7172	ENFAGROW PREMIUM	9	2593	Aceites vegetales
7172	ENFAGROW PREMIUM	9	4492	Zea mays L.
7173	GASOPAX	1	1291	Simeticona
7173	GASOPAX	2	254	Aluminio hidróxido
7173	GASOPAX	3	420	Magnesio hidróxido
7174	TOTELLE CONTINUO	1	1600	Estradiol
7174	TOTELLE CONTINUO	2	5127	Trimegestona
7175	TUCSAN	9	1435	Bálsamo de Tolú
7175	TUCSAN	9	5499	Licor amonio anís
7175	TUCSAN	9	5500	Especies pectorales extracto fluido
7176	STIEFEL INDOXYL GEL	1	932	Clindamicina
7176	STIEFEL INDOXYL GEL	2	599	Benzoílo peróxido
7178	PRO-BEXTRA IM/IV	0	5092	Parecoxib
7183	PROZONE GEL	9	598	Benzofenona
7183	PROZONE GEL	9	649	Octilo salicilato
7183	PROZONE GEL	9	1560	Octilo metoxicinamato
7183	PROZONE GEL	9	2045	Homosalato
7183	PROZONE GEL	9	2617	Butilmetoxidibenzoilmetano
7184	ELIDEL CREMA	0	5300	Pimecrolimús
7185	CALCIGRAN D	1	760	Calcio carbonato
7185	CALCIGRAN D	2	1508	Vitamina D
7186	CALCIGRAN D FORTE	1	741	Calcio
7186	CALCIGRAN D FORTE	2	1508	Vitamina D
7188	NEBILET	0	4842	Nebivolol
7189	LUPRON DEPOT 11.25MG	0	1128	Leuprolide acetato
7192	DOLIDER	1	740	Paracetamol
7192	DOLIDER	2	55	Acetilsalicílico ácido
7192	DOLIDER	3	735	Cafeína
7193	MELIC	0	3058	Meloxicam
7194	HELPIN LC LIQUICAPS	0	4056	Sildenafil
7195	ALIZAR	0	1592	Espironolactona
7196	PIPLEX	1	225	Isotretinoína
7196	PIPLEX	2	1445	Tretinoína
7197	HHT 4UI	0	1339	Somatotropina
7198	SHAMPOO ANTICASPA	1	4236	Climbazol
7198	SHAMPOO ANTICASPA	2	3156	Piroctona
7202	COLONAID	0	4826	Tegaserod
7204	MESTINON	0	835	Piridostigmina bromuro
7205	LIBRAXIN	1	996	Clordiazepóxido
7205	LIBRAXIN	2	930	Clidinio
7206	EFUDIX	0	1636	Fluorouracilo
7208	PROTAMINA	0	1226	Protamina
7220	ALLEGRA 180	0	3990	Fexofenadina
7221	EZETROL	0	5088	Ezetimibe
7224	INVANZ	0	5095	Ertapenem
7225	BRONDILAT	0	4049	Montelukast
7227	PRAMCIL	0	2999	Citalopram
7228	GLIDANIL	0	2185	Metformina
7229	CALFETOS FORTE	0	952	Clobutinol
7230	DEUCODOL FORTE	0	128	Ibuprofeno
7231	CALDAR-D FORTE	1	741	Calcio
7231	CALDAR-D FORTE	2	2136	Vitamina D3
7232	BILATEN-D	1	4086	Candesartán cilexetil
7232	BILATEN-D	2	22	Hidroclorotiazida
7233	ELATER CREMA 1%	0	2613	Terbinafina
7234	DAMIXAN	0	23	Zolpidem
7235	DEUCOVAL FORTE	0	542	Naproxeno
7237	ROPSIL	0	961	Clonazepam
7239	VIPLAN GOTAS	0	1227	Propinoxato
7241	FEMELLE	0	5128	Drospirenona + etinilestradiol
7244	IG VENA N I.V.	0	5067	Inmunoglobulina humana normal
7245	TOBRAGAN D	1	1429	Tobramicina
7245	TOBRAGAN D	2	1127	Dexametasona
7248	INFLEXAL V	0	4021	Vacuna antigripal
7249	EPAXAL	0	3175	Vacuna antihepatitis A
7250	AMOBIOTIC BID	0	314	Amoxicilina
7252	ORGALUTRAN	0	5030	Ganirélix
7254	TAPSIN LIMONADA NOCHE	9	65	Ascórbico ácido
7254	TAPSIN LIMONADA NOCHE	9	639	Noscapina
7254	TAPSIN LIMONADA NOCHE	9	735	Cafeína
7254	TAPSIN LIMONADA NOCHE	9	740	Paracetamol
7261	TRIMEBUTINO	0	1468	Trimebutina
7264	BRONDILAT	0	4049	Montelukast
7265	IPRAN	0	5094	Escitalopram
7266	AMIREL	0	3241	Mirtazapina
7268	OFF-TEN	0	2161	Carvedilol
7271	FACIMIN	0	2143	Oximetazolina
7273	LERFIMIN	1	596	Benzocaína
7273	LERFIMIN	2	552	Bencetonio cloruro
7273	LERFIMIN	3	2771	Alcohol
7274	NIPOLEN	0	2465	Clorfeniramina
7275	RINOSTERYL	0	1306	Sodio cloruro
7280	GLAFORNIL XR 500	0	2185	Metformina
7284	DELGADOL	0	5315	Phaseolus vulgaris
7285	CELLTECH GOLD	9	32	Aceite de pescado
7285	CELLTECH GOLD	9	1735	Ginkgo biloba
7285	CELLTECH GOLD	9	2027	Vitis vinifera L.
7285	CELLTECH GOLD	9	2365	Fucus vesiculosus L.
7285	CELLTECH GOLD	9	4135	Melilotus officinalis L.
7285	CELLTECH GOLD	9	4573	Borraja
7286	DEXAN	0	2062	Seudoefedrina
7288	ENERGY CREMA Q10	9	715	Pantenol
7288	ENERGY CREMA Q10	9	1776	Hamamelis
7288	ENERGY CREMA Q10	9	3674	Ubiquinona
7289	TERAP	0	495	Midazolam
7290	INFORTON SPORT	9	65	Ascórbico ácido
7290	INFORTON SPORT	9	81	Vitamina B12
7290	INFORTON SPORT	9	85	Hierro
7290	INFORTON SPORT	9	210	Alfa tocoferol
7290	INFORTON SPORT	9	216	Nicotínico ácido
7290	INFORTON SPORT	9	405	Magnesio
7290	INFORTON SPORT	9	434	Manganeso
7290	INFORTON SPORT	9	654	Vitamina A
7290	INFORTON SPORT	9	699	Ginseng
7290	INFORTON SPORT	9	791	Pantoténico ácido
7290	INFORTON SPORT	9	836	Piridoxina
7290	INFORTON SPORT	9	889	Cinc
7290	INFORTON SPORT	9	1046	Cobre
7290	INFORTON SPORT	9	1259	Riboflavina
7290	INFORTON SPORT	9	1404	Tiamina
7290	INFORTON SPORT	9	1508	Vitamina D
7293	MINIESTREL	0	1123	Desogestrel + etinilestradiol
7294	MINIESTREL 20	0	1123	Desogestrel + etinilestradiol
7295	DEUCODOL PLUS	1	128	Ibuprofeno
7295	DEUCODOL PLUS	2	2062	Seudoefedrina
7296	ELATER COMPRIMIDOS	0	2613	Terbinafina
7297	TRONSALAN	0	2130	Trazodona
7300	BRONCODUAL FORTE	0	952	Clobutinol
7301	FEMINOL 15	0	3986	Etinilestradiol + gestodeno
7302	AVODART	0	5319	Dutasterida
7305	NEURACTIN SR	0	154	Valproico ácido
7306	TRI-LUMA	1	1627	Fluocinolona
7306	TRI-LUMA	2	52	Hidroquinona
7306	TRI-LUMA	3	1445	Tretinoína
7307	NICO DROPS	1	522	Nafazolina
7307	NICO DROPS	2	1139	Dextrán
7307	NICO DROPS	3	78	Hidroxipropilmetilcelulosa
7308	SYSTANE	9	1225	Propilenglicol
7308	SYSTANE	9	2316	Bórico ácido
7308	SYSTANE	9	4818	Polyquad
7308	SYSTANE	9	4956	Polietilenglicol 3350
7309	ASPIRINA FORTE	0	55	Acetilsalicílico ácido
7310	AVANDAMET	1	4299	Rosiglitazona
7310	AVANDAMET	2	2185	Metformina
7311	ENFAMIL 2 PREMIUM	9	82	Docosahexaenoico ácido
7311	ENFAMIL 2 PREMIUM	9	117	Oleico ácido
7311	ENFAMIL 2 PREMIUM	9	303	Lactosa
7311	ENFAMIL 2 PREMIUM	9	497	Minerales
7311	ENFAMIL 2 PREMIUM	9	1056	Colina
7311	ENFAMIL 2 PREMIUM	9	1372	Taurina
7311	ENFAMIL 2 PREMIUM	9	1514	Vitaminas
7311	ENFAMIL 2 PREMIUM	9	2070	Sacarosa
7311	ENFAMIL 2 PREMIUM	9	2219	Aceite de coco
7311	ENFAMIL 2 PREMIUM	9	2288	Araquidónico ácido
7311	ENFAMIL 2 PREMIUM	9	2589	Aceite de soja
7311	ENFAMIL 2 PREMIUM	9	2593	Aceites vegetales
7311	ENFAMIL 2 PREMIUM	9	4492	Zea mays L.
7315	TACE	0	635	Levonorgestrel
7316	VFEND	0	5292	Voriconazol
7322	DICIL	0	2613	Terbinafina
7323	DICIL CREMA 1%	0	2613	Terbinafina
7324	ISKIMIL	0	4082	Clopidogrel
7325	KLINA	1	932	Clindamicina
7325	KLINA	2	599	Benzoílo peróxido
7328	BANTIX	0	2017	Mupirocina
7329	FLUSONA CREMA	0	2626	Fluticasona
7330	MEZALIT	0	1741	Glibenclamida
7331	VITIS PASTA DENTIFRICA	9	1	Xilitol
7331	VITIS PASTA DENTIFRICA	9	210	Alfa tocoferol
7331	VITIS PASTA DENTIFRICA	9	224	Aloe vera
7331	VITIS PASTA DENTIFRICA	9	1314	Sodio fluoruro
7332	ATORLIP	0	3270	Atorvastatina
7333	SERONEX	0	1630	Sertralina
7334	SUBELAN XR	0	3678	Venlafaxina
7335	PRESOVASC	0	2222	Amlodipina
7338	DRINAMIL	1	22	Hidroclorotiazida
7338	DRINAMIL	2	1451	Triamtereno
7340	DOLOFAR 100MG	0	241	Ketoprofeno
7341	LIRACOL SUSPENSION ORAL	1	1181	Nifuroxazida
7341	LIRACOL SUSPENSION ORAL	2	362	Atapulgita
7342	FUNGOPIROX CREMA 1%	0	880	Ciclopirox
7344	PERVIORAL	0	3253	Valaciclovir
7346	GLEMAZ	0	3248	Glimepirida
7347	NASTIZOL DIA-NOCHE	1	2465	Clorfeniramina
7347	NASTIZOL DIA-NOCHE	2	2062	Seudoefedrina
7347	NASTIZOL DIA-NOCHE	3	740	Paracetamol
7348	T4 BAGO	0	1112	Levotiroxina sódica
7349	DIAGLITAB	0	2185	Metformina
7353	TAPSIN COMPUESTO D.N.	9	65	Ascórbico ácido
7353	TAPSIN COMPUESTO D.N.	9	639	Noscapina
7353	TAPSIN COMPUESTO D.N.	9	735	Cafeína
7353	TAPSIN COMPUESTO D.N.	9	740	Paracetamol
7353	TAPSIN COMPUESTO D.N.	9	2465	Clorfeniramina
7354	NUVARING	1	5036	Etonogestrel
7354	NUVARING	2	1659	Etinilestradiol
7355	SENEXON	0	3678	Venlafaxina
7356	SENEXON SR	0	3678	Venlafaxina
7357	ZYMAR	0	4264	Gatifloxacina
7359	LIPISTAT	0	1979	Levadura de cerveza
7363	BIOCORD-E FLUIDCAPS	9	65	Ascórbico ácido
7363	BIOCORD-E FLUIDCAPS	9	85	Hierro
7363	BIOCORD-E FLUIDCAPS	9	97	Fólico ácido
7363	BIOCORD-E FLUIDCAPS	9	210	Alfa tocoferol
7363	BIOCORD-E FLUIDCAPS	9	405	Magnesio
7363	BIOCORD-E FLUIDCAPS	9	434	Manganeso
7363	BIOCORD-E FLUIDCAPS	9	574	Nicotinamida
7363	BIOCORD-E FLUIDCAPS	9	654	Vitamina A
7363	BIOCORD-E FLUIDCAPS	9	699	Ginseng
7363	BIOCORD-E FLUIDCAPS	9	741	Calcio
7363	BIOCORD-E FLUIDCAPS	9	791	Pantoténico ácido
7363	BIOCORD-E FLUIDCAPS	9	794	Calcitriol
7363	BIOCORD-E FLUIDCAPS	9	836	Piridoxina
7363	BIOCORD-E FLUIDCAPS	9	872	Cianocobalamina
7363	BIOCORD-E FLUIDCAPS	9	889	Cinc
7363	BIOCORD-E FLUIDCAPS	9	962	Potasio
7363	BIOCORD-E FLUIDCAPS	9	1006	Procaína
7363	BIOCORD-E FLUIDCAPS	9	1046	Cobre
7363	BIOCORD-E FLUIDCAPS	9	1259	Riboflavina
7363	BIOCORD-E FLUIDCAPS	9	1265	Rutina
7363	BIOCORD-E FLUIDCAPS	9	1404	Tiamina
7363	BIOCORD-E FLUIDCAPS	9	1678	Flúor
7363	BIOCORD-E FLUIDCAPS	9	2764	Sodio molibdato
7363	BIOCORD-E FLUIDCAPS	9	2895	Lecitina
7363	BIOCORD-E FLUIDCAPS	9	3512	Cobalto
7364	CALFETOS	0	952	Clobutinol
7365	MEDIDOS	1	493	Miconazol
7365	MEDIDOS	2	1418	Tinidazol
7366	FUZEON	0	5286	Enfuvirtida
7373	RECAMICINA	0	4029	Levofloxacino
7378	ACERDIL	0	372	Lisinopril
7381	IBUPIRAC FLU	1	128	Ibuprofeno
7381	IBUPIRAC FLU	2	2062	Seudoefedrina
7382	IBUPIRAC FLU FORTE	1	128	Ibuprofeno
7382	IBUPIRAC FLU FORTE	2	2062	Seudoefedrina
7384	CUIDADO INTIMO	1	106	Láctico ácido
7384	CUIDADO INTIMO	2	2829	Bisabolol
7385	BAYCIP XR	0	899	Ciprofloxacina
7386	TRANSTEC	0	723	Buprenorfina
7387	CIALIS	0	5290	Tadalafilo
7388	KOPODEX	0	4396	Levetiracetam
7389	AROXAT CR	0	2571	Paroxetina
7390	AUGMENTIN ES-600	0	3013	Amoxicilina + ácido clavulánico
7391	LAMICTAL DISPERSABLES	0	3254	Lamotrigina
7393	CRESTOR	0	5161	Rosuvastatina
7394	IRESSA	0	5437	Gefitinib
7395	EBIXA	0	3688	Memantina
7396	ERBITUX	0	5470	Cetuximab
7397	NEUROCAM	9	81	Vitamina B12
7397	NEUROCAM	9	836	Piridoxina
7397	NEUROCAM	9	1404	Tiamina
7397	NEUROCAM	9	2975	Lisina clonixinato
7399	RIGOTAX-D	1	867	Cetirizina
7399	RIGOTAX-D	2	2062	Seudoefedrina
7400	BIOCORD ACTIVE	9	65	Ascórbico ácido
7400	BIOCORD ACTIVE	9	81	Vitamina B12
7400	BIOCORD ACTIVE	9	85	Hierro
7400	BIOCORD ACTIVE	9	210	Alfa tocoferol
7400	BIOCORD ACTIVE	9	216	Nicotínico ácido
