"DESCRIPTIONID_VTM"	"VTM"	"DESCRIPTIONID_VMP"	"VMP"
"6926091000999119"	"PREPARADO CON ACICLOVIR"	"5399941000999119"	"ACICLOVIR 200 MG COMPRIMIDO"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"10351811000999110"	"ACIDO ASCORBICO 1000 MG/5 ML SOLUCION EN AMPOLLA"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"10368441000999113"	"ACIDO ASCORBICO 200 MG/ML SOLUCION EN FRASCO DE 20 ML"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"10917131000999119"	"ACIDO ASCORBICO 250 MG TABLETA VAGINAL"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"11037021000999114"	"ACIDO ASCORBICO 2000 MG/SOBRE POLVO ORAL EN SOBRES"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"11037031000999112"	"ACIDO ASCORBICO 1000 MG/SOBRE POLVO ORAL EN SOBRES"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"5412951000999116"	"ACIDO ASCORBICO 500 MG COMPRIMIDO"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"6808091000999118"	"ACIDO ASCORBICO 100 MG COMPRIMIDO"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"6885901000999115"	"ACIDO ASCORBICO 1000 MG COMPRIMIDO"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"6886171000999116"	"ACIDO ASCORBICO 2000 MG COMPRIMIDO"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"7024711000999114"	"ACIDO ASCORBICO 250 MG COMPRIMIDO"
"6926411000999116"	"PREPARADO CON ACIDO ASCORBICO"	"7144091000999110"	"ACIDO ASCORBICO 500 MG COMPRIMIDO LIBERACION MODIFICADA"
"6927631000999114"	"PREPARADO CON VERAPAMILO"	"10330251000999118"	"VERAPAMILO 5 MG/2 ML SOLUCION INYECTABLE"
"6927631000999114"	"PREPARADO CON VERAPAMILO"	"10338221000999112"	"VERAPAMILO 240 MG COMPRIMIDO DE LIBERACION PROLONGADA"
"6927631000999114"	"PREPARADO CON VERAPAMILO"	"10338341000999112"	"VERAPAMILO 120 MG COMPRIMIDO DE LIBERACION PROLONGADA"
"6927631000999114"	"PREPARADO CON VERAPAMILO"	"10414241000999112"	"VERAPAMILO 40 MG COMPRIMIDO"
"6927631000999114"	"PREPARADO CON VERAPAMILO"	"6927531000999110"	"CLORHIDRATO VERAPAMILO 120 MG COMPRIMIDO"
"6927631000999114"	"PREPARADO CON VERAPAMILO"	"6927651000999115"	"CLORHIDRATO VERAPAMILO 80 MG COMPRIMIDO"
"6927711000999111"	"PREPARADO CON VERTEPORFIRINA"	"10521361000999118"	"VERTEPORFINA 15 MG LIOFILIZADO EN AMPOLLA"
"6927811000999115"	"PREPARADO CON CAFEINA Y BENZOATO SODIO"	"10356771000999116"	"CAFEINA 250 MG/ML BENZOATO DE SODIO 300 MG/ML SOLUCION EN AMPOLLA EN 1 ML"
"6927821000999110"	"PREPARADO CON VINBLASTINA"	"10341741000999117"	"VINBLASTINA 10 MG LIOFILIZADO"
"6927861000999117"	"PREPARADO CON VINCRISTINA"	"10350281000999112"	"VINCRISTINA 1 MG LIOFILIZADO"
"6927921000999119"	"PREPARADO CON VINORELBINA"	"10349381000999110"	"VINORELBINA 50 MG/5 ML SOLUCION EN AMPOLLA"
"6927921000999119"	"PREPARADO CON VINORELBINA"	"10349401000999110"	"VINORELBINA 10 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6927921000999119"	"PREPARADO CON VINORELBINA"	"10466891000999111"	"VINORELBINA 20 MG, CAPSULA"
"6927921000999119"	"PREPARADO CON VINORELBINA"	"10467031000999116"	"VINORELBINA 30 MG, CAPSULA"
"6928691000999112"	"PREPARADO CON CARBON ACTIVADO"	"10510771000999111"	"CARBON ACTIVADO 40 MG/ML, SOLUCION EN AMPOLLA DE 1ML"
"6928691000999112"	"PREPARADO CON CARBON ACTIVADO"	"10600491000999113"	"CARBON ACTIVADO 20 GR/SOBRE POLVO PARA SUSPENSION"
"6928691000999112"	"PREPARADO CON CARBON ACTIVADO"	"10600661000999116"	"CARBON ACTIVADO 50 GR/SOBRE POLVO PARA SUSPENSION"
"6928691000999112"	"PREPARADO CON CARBON ACTIVADO"	"10600671000999110"	"CARBON ACTIVADO 80 GR/SOBRE POLVO PARA SUSPENSION"
"6928691000999112"	"PREPARADO CON CARBON ACTIVADO"	"6928651000999119"	"CARBON ACTIVADO 250 MG COMPRIMIDO"
"6928691000999112"	"PREPARADO CON CARBON ACTIVADO"	"6928791000999118"	"CARBON ACTIVADO 500 MG COMPRIMIDO"
"6930251000999116"	"PREPARADO CON VORICONAZOL"	"10341701000999119"	"VORICONAZOL 200 MG, LIOFILIZADO EN AMPOLLA"
"6930251000999116"	"PREPARADO CON VORICONAZOL"	"6883641000999113"	"VORICONAZOL 200 MG COMPRIMIDO"
"6930251000999116"	"PREPARADO CON VORICONAZOL"	"6885741000999116"	"VORICONAZOL 50 MG COMPRIMIDO"
"6937661000999115"	"PREPARADO CON CARNITINA"	"10442711000999119"	"CARNITINA 650 MG CAPSULA"
"6937661000999115"	"PREPARADO CON CARNITINA"	"10477951000999116"	"CARNITINA 500 MG/6 ML SOLUCION EN AMPOLLA"
"6937661000999115"	"PREPARADO CON CARNITINA"	"10487351000999110"	"CARNITINA 1000 MG/10 ML SOLUCION EN AMPOLLA"
"6937661000999115"	"PREPARADO CON CARNITINA"	"10523821000999117"	"CARNITINA 1000 MG/10 ML SOLUCION ORAL EN AMPOLLA"
"6937661000999115"	"PREPARADO CON CARNITINA"	"6937701000999110"	"CARNITINA 1000 MG COMPRIMIDO"
"6937661000999115"	"PREPARADO CON CARNITINA"	"6937711000999113"	"CARNITINA 300 MG COMPRIMIDO"
"6937661000999115"	"PREPARADO CON CARNITINA"	"6937721000999118"	"CARNITINA 500 MG COMPRIMIDO"
"6938001000999111"	"PREPARADO CON CEFUROXIMA Y ACETILCISTEINA"	"6938021000999119"	"CEFUROXIMA 250 MG ACETILCISTEINA 100 MG COMPRIMIDO"
"6938001000999111"	"PREPARADO CON CEFUROXIMA Y ACETILCISTEINA"	"6938031000999116"	"CEFUROXIMA 500 MG ACETILCISTEINA 200 MG COMPRIMIDO"
"6938221000999110"	"PREPARADO CON CIANOCOBALAMINA Y PROCAINA"	"10488021000999116"	"CIANOCOBALAMINA 5000 MCG PROCAINA 100 MG LIOFILIZADO EN AMPOLLA"
"6938221000999110"	"PREPARADO CON CIANOCOBALAMINA Y PROCAINA"	"6938201000999118"	"CIANOCOBALAMINA 5 MG PROCAINA 50 MG COMPRIMIDO"
"6938331000999118"	"PREPARADO CON DEXTROSA 50  %"	"10359081000999110"	"DEXTROSA 50% SOLUCION EN AMPOLLA DE 10 ML"
"6938331000999118"	"PREPARADO CON DEXTROSA 50  %"	"10359091000999113"	"DEXTROSA 50% SOLUCION EN AMPOLLA DE 20 ML"
"6938331000999118"	"PREPARADO CON DEXTROSA 50  %"	"10359101000999115"	"DEXTROSA 50% SOLUCION EN AMPOLLA DE 25 ML"
"6938331000999118"	"PREPARADO CON DEXTROSA 50  %"	"10359111000999117"	"DEXTROSA 50% SOLUCION EN AMPOLLA DE 50 ML"
"6938331000999118"	"PREPARADO CON DEXTROSA 50  %"	"10359121000999112"	"DEXTROSA 50% SOLUCION EN SACHET DE 500 ML"
"6938351000999112"	"PREPARADO CON EPINEFRINA"	"10337731000999117"	"EPINEFRINA 1 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6938351000999112"	"PREPARADO CON EPINEFRINA"	"10574121000999111"	"EPINEFRINA 0.3 MG/0,3 ML SOLUCION EN LAPICERA PRECARGADA"
"6938351000999112"	"PREPARADO CON EPINEFRINA"	"8985381000999114"	"EPINEFRINA 0.15 MG /0,3 ML, LAPICERA PRECARGADA INYECTABLE"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"10368331000999110"	"ENALAPRIL 0.5 MG/ML SOLUCION EN FRSCO DE 20 ML"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"11099841000999112"	"ENALAPRIL 2 MG/ML SOLUCION EN FRASCO GOTERO DE 20 ML"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6929921000999112"	"ENALAPRIL 0,1 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6929931000999110"	"ENALAPRIL 0,15 MG  SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6929961000999119"	"ENALAPRIL 0,2 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6929971000999113"	"ENALAPRIL 0,25 MG  SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6929981000999111"	"ENALAPRIL 0,3 MG  SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6930001000999113"	"ENALAPRIL 0,4 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6930011000999111"	"ENALAPRIL 0,5 MG  SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6930021000999116"	"ENALAPRIL 0,6 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6930031000999118"	"ENALAPRIL 0,7 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6938671000999113"	"ENALAPRIL 1 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6938681000999111"	"ENALAPRIL 1,5 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6938691000999114"	"ENALAPRIL 10 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6938701000999114"	"ENALAPRIL 5 MG SELLO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6938811000999116"	"ENALAPRIL 20 MG COMPRIMIDO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"6938821000999111"	"ENALAPRIL 5 MG COMPRIMIDO"
"6938901000999112"	"PREPARADO CON ENALAPRIL"	"7019901000999115"	"ENALAPRIL 2,5 MG COMPRIMIDO"
"6939001000999118"	"PREPARADO CON DROTRECOGINA ALFA"	"10672041000999119"	"DROTRECOGINA ALFA 20 MG LIOFILIZADO EN AMPOLLA"
"6939001000999118"	"PREPARADO CON DROTRECOGINA ALFA"	"10673261000999116"	"DROTRECOGINA ALFA 5 MG LIOFILIZADO EN AMPOLLA"
"6942151000999113"	"PREPARADO CON TIROTROFINA"	"10576231000999113"	"TIROTROFINA 1.1 MG LIOFILIZADO EN AMPOLLA"
"6950121000999119"	"PREPARADO CON BORTEZOMIB"	"10353251000999113"	"BORTEZOMIB 3,5 MG LIOFILIZADO EN AMPOLLA"
"6956301000999111"	"PREPARADO CON CLORAZEPATO DIPOTASICO"	"10656971000999110"	"CLORAZEPATO DIPOTASICO 50 MG, LIOFILIZADO EN AMPOLLA"
"6956301000999111"	"PREPARADO CON CLORAZEPATO DIPOTASICO"	"6896921000999118"	"CLORAZEPATO DIPOTASICO 10 MG COMPRIMIDO"
"6956301000999111"	"PREPARADO CON CLORAZEPATO DIPOTASICO"	"6896931000999115"	"CLORAZEPATO DIPOTASICO 5 MG COMPRIMIDO"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"10350101000999113"	"TRIMETOPRIMA 80 MG/5 ML SULFAMETOXAZOL 400 MG/5 ML SOLUCION EN AMPOLLA"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"10377441000999115"	"TRIMETOPRIMA 40 MG/5 ML SULFAMETOXAZOL 200 MG/5 ML SUSPENSION EN FRASCO DE 60 ML"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"10377461000999116"	"TRIMETOPRIMA 40 MG/5 ML SULFAMETOXAZOL 200 MG/5 ML SUSPENSION EN FRASCO DE 100 ML"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"10377471000999110"	"TRIMETOPRIMA 40 MG/5 ML SULFAMETOXAZOL 200 MG/5 ML SUSPENSION EN FRASCO DE 120 ML"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"6704111000999118"	"TRIMETOPRIMA 160 MG SULFAMETOXAZOL 800 MG COMPRIMIDO"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"6704201000999113"	"TRIMETOPRIMA 80 MG SULFAMETOXAZOL 400 MG COMPRIMIDO"
"6956711000999110"	"PREPARADO CON TRIMETOPRIMA Y SULFAMETOXAZOL"	"6956461000999119"	"TRIMETOPRIMA 120 MG SULFAMETOXAZOL 600 MG COMPRIMIDO"
"6957241000999116"	"PREPARADO CON FACTORES COAGULACION SANGUINEOS"	"11045161000999112"	"FACTORES DE COAGULACION 500 UI LIOFILIZADO EN AMPOLLA"
"6959081000999113"	"PREPARADO CON ZIDOVUDINA"	"10352341000999114"	"ZIDOVUDINA 200 MG/ 20 ML SOLUCION EN AMPOLLA"
"6959081000999113"	"PREPARADO CON ZIDOVUDINA"	"10374051000999117"	"ZIDOVUDINA 50 MG/5 ML SUSPENSION EN FRASCO DE 240 ML"
"6959081000999113"	"PREPARADO CON ZIDOVUDINA"	"5412401000999110"	"ZIDOVUDINA 100 MG CAPSULA"
"6959081000999113"	"PREPARADO CON ZIDOVUDINA"	"6743461000999119"	"ZIDOVUDINA 250 MG CAPSULA"
"6959081000999113"	"PREPARADO CON ZIDOVUDINA"	"6930451000999115"	"ZIDOVUDINA 250 MG SELLO"
"6959101000999118"	"PREPARADO CON ZIPRASIDONA"	"10323511000999113"	"ZIPRASIDONA  40 MG COMPRIMIDO"
"6959101000999118"	"PREPARADO CON ZIPRASIDONA"	"10418381000999117"	"ZIPRASIDONA 20 MG CAPSULA"
"6959101000999118"	"PREPARADO CON ZIPRASIDONA"	"10434451000999115"	"ZIPRASIDONA 60 MG CAPSULA"
"6959101000999118"	"PREPARADO CON ZIPRASIDONA"	"10434471000999112"	"ZIPRASIDONA 80 MG CAPSULA"
"6959101000999118"	"PREPARADO CON ZIPRASIDONA"	"10523931000999111"	"ZIPRASIDONA 20 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6965091000999116"	"PREPARADO CON IDARRUBICINA"	"10370021000999115"	"IDARRUBICINA 5 MG LIOFILIZADO EN AMPOLLA"
"6965091000999116"	"PREPARADO CON IDARRUBICINA"	"10370031000999117"	"IDARRUBICINA 10 MG LIOFILIZADO EN AMPOLLA"
"6965091000999116"	"PREPARADO CON IDARRUBICINA"	"10416191000999115"	"IDARRUBICINA 25 MG CAPSULA"
"6965091000999116"	"PREPARADO CON IDARRUBICINA"	"10655741000999112"	"IDARRUBICINA 20 MG LIOFILIZADO EN AMPOLLA"
"6965091000999116"	"PREPARADO CON IDARRUBICINA"	"6965191000999115"	"CLORHIDRATO IDARRUBICINA 5 MG CAPSULAS"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"10307371000999113"	"DEXAMETASONA 8 MG/2 ML, SOLUCION EN AMPOLLA"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"10307491000999117"	"DEXAMETASONA 16 MG/2 ML SOLUCION EN AMPOLLA"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"10352401000999116"	"DEXAMETASONA 100 MG/5 ML SOLUCION EN AMPOLLA"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"10540691000999111"	"DEXAMETASONA 1 MG/ML SOLUCION OFTALMICA EN GOTERO DE 5 ML"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"10540701000999111"	"DEXAMETASONA 1 MG/ML SOLUCION OFTALMICA EN GOTERO DE 10 ML"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"10682601000999117"	"DEXAMETASONA 4 MG/2 ML, SOLUCION EN AMPOLLA"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6743651000999119"	"DEXAMETASONA 4 MG COMPRIMIDO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6862831000999114"	"DEXAMETASONA 6 MG COMPRIMIDO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6964281000999112"	"DEXAMETASONA 0,25 MG COMPRIMIDO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965131000999119"	"DEXAMETASONA 1 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965141000999111"	"DEXAMETASONA 1,5 MG COMPRIMIDO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965151000999113"	"DEXAMETASONA 10 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965171000999116"	"DEXAMETASONA 15 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965741000999110"	"DEXAMETASONA 2,5 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965811000999115"	"DEXAMETASONA 20 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965831000999113"	"DEXAMETASONA 32,5 MG  SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965891000999112"	"DEXAMETASONA 4 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965901000999111"	"DEXAMETASONA 40 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6965911000999114"	"DEXAMETASONA 8 MG SELLO"
"6965641000999117"	"PREPARADO CON DEXAMETASONA"	"6966541000999113"	"DEXAMETASONA 8 MG COMPRIMIDO"
"6965681000999110"	"PREPARADO CON DEXAMETASONA Y PIROXICAM"	"10355541000999114"	"DEXAMETASONA 2 MG PIROXICAM 20 MG LIOFILIZADO EN AMPOLLA"
"6965681000999110"	"PREPARADO CON DEXAMETASONA Y PIROXICAM"	"6965281000999113"	"DEXAMETASONA 1 MG PIROXICAM 10 MG COMPRIMIDO"
"6965861000999117"	"PREPARADO CON EPIRRUBICINA"	"10490481000999111"	"EPIRRUBICINA 10 MG LIOFILIZADO EN AMPOLLA"
"6965861000999117"	"PREPARADO CON EPIRRUBICINA"	"10490771000999119"	"EPIRRUBICINA 50 MG LIOFILIZADO EN AMPOLLA"
"6965861000999117"	"PREPARADO CON EPIRRUBICINA"	"10490931000999115"	"EPIRUBICINA 150 MG LIOFILIZADO EN AMPOLLA"
"6966011000999118"	"PREPARADO CON DEXAMETASONA Y TEOFILINA"	"6965311000999110"	"DEXAMETASONA 1 MG TEOFILINA 300 MG COMPRIMIDO"
"6966011000999118"	"PREPARADO CON DEXAMETASONA Y TEOFILINA"	"6965711000999111"	"DEXAMETASONA 2 MG TEOFILINA 300 MG COMPRIMIDO"
"6966161000999116"	"PREPARADO CON DEXAMETASONA Y PIRIDOXINA"	"6964701000999112"	"DEXAMETASONA 0,5 MG PIRIDOXINA 100  MG  COMPRIMIDO"
"6966511000999114"	"PREPARADO CON DEXAMETASONA Y CIPROHEPTADINA"	"10357261000999119"	"DEXAMETASONA 8 MG/2ML CIPROHEPTADINA 1 MG/2ML SOLUCION EN AMPOLLA"
"6966741000999116"	"PREPARADO CON DEXKETOPROFENO"	"10344981000999110"	"DEXKETOPROFENO 50 MG/2 ML SOLUCION EN AMPOLLA"
"6966741000999116"	"PREPARADO CON DEXKETOPROFENO"	"10379211000999113"	"DEXKETOPROFENO 12.5 MG/G GEL EN ENVASE DE 60 GR"
"6966741000999116"	"PREPARADO CON DEXKETOPROFENO"	"6862871000999112"	"DEXKETOPROFENO 25 MG COMPRIMIDO"
"6966741000999116"	"PREPARADO CON DEXKETOPROFENO"	"7261601000999116"	"DEXKETOPROFENO 25 MG GRÁNULOS PARA SOLUCIÓN"
"6966761000999117"	"PREPARADO CON DEXMEDETOMIDINA"	"10338071000999115"	"DEXMEDETOMIDINA 200 MCG/2 ML SOLUCION INYECTABLE"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"10470321000999110"	"ESTRADIOL 10 MG/2 ML SOLUCION EN AMPOLLA"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"10481611000999110"	"ESTRADIOL 200 MG/10 ML SOLUCION EN AMPOLLA"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"10559861000999114"	"ESTRADIOL 50 MCG/PARCHE, PARCHE"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"11030651000999111"	"ESTRADIOL 0.6 MG/G GEL EN ENVASE DE 80 GR"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"11034391000999115"	"ESTRADIOL 1 MG/G GEL EN ENVASE DE 35 GR"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"11034461000999117"	"ESTRADIOL 0.5 MG/0.5 G GEL EN SOBRES"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"11040051000999116"	"ESTRADIOL 0.78 MG/SOBRE GEL EN SOBRES"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"11110681000999116"	"ESTRADIOL 0.25 MG/ML SOLUCION EN ENVASE DE 100 ML"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"6718251000999119"	"ESTRADIOL 4 MG COMPRIMIDO"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"6718271000999111"	"ESTRADIOL 2 MG COMPRIMIDO"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"6889341000999119"	"ESTRADIOL 1 MG COMPRIMIDO"
"6966771000999111"	"PREPARADO CON ESTRADIOL"	"7027291000999117"	"ESTRADIOL 2 MG NORETISTERONA 1 MG COMPRIMIDO"
"6966831000999118"	"PREPARADO CON DEXRAZOXANO"	"10529941000999117"	"DEXRAZOXANO 500 MG LIOFILIZADO EN AMPOLLA"
"6966871000999115"	"PREPARADO CON DOCETAXEL"	"10351521000999118"	"DOCETAXEL 20 MG/0.5 ML SOLUCION EN AMPOLLA"
"6966871000999115"	"PREPARADO CON DOCETAXEL"	"10351531000999115"	"DOCETAXEL 80 MG/2 ML SOLUCION EN AMPOLLA"
"6966941000999118"	"PREPARADO CON DOBUTAMINA"	"10311751000999110"	"DOBUTAMINA 250 MG/20 ML SOLUCION EN AMPOLLA"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10295461000999111"	"METOCLOPRAMIDA 10 MG/2 ML,  SOLUCION INYECTABLE"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10308171000999112"	"METOCLOPRAMIDA 10 MG, COMPRIMIDO SUBLINGUAL"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10308181000999110"	"METOCLOPRAMIDA 10 MG, COMPRIMIDO"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10368411000999114"	"METOCLOPRAMIDA 5 MG/ML SOLUCION EN FRASCO DE 20 ML"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10369491000999110"	"METOCLOPRAMIDA 2 MG/ML SOLUCION EN FRASCO DE 20 ML"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10422871000999117"	"METOCLOPRAMIDA 5 MG/ML, SOLUCION EN FRASCO DE 60 ML"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10422881000999119"	"METOCLOPRAMIDA 5 MG/ML, SOLUCION EN FRASCO DE 10 ML"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10658661000999114"	"METOCLOPRAMIDA 0.5 MG/2 ML SOLUCION EN AMPOLLA"
"6967021000999111"	"PREPARADO CON METOCLOPRAMIDA"	"10666751000999113"	"METOCLOPRAMIDA 4 MG/20 ML SOLUCION EN AMPOLLA"
"6967061000999118"	"PREPARADO CON MITOXANTRONA"	"10350831000999112"	"MITOXANTRONA 20 MG/10 ML SOLUCION EN AMPOLLA"
"6967061000999118"	"PREPARADO CON MITOXANTRONA"	"10350861000999116"	"MITOXANTRONA 25 MG/12.5 ML SOLUCION EN AMPOLLA"
"6967061000999118"	"PREPARADO CON MITOXANTRONA"	"10350881000999113"	"MITOXANTRONA 30 MG/15 ML SOLUCION EN AMPOLLA"
"6967131000999110"	"PREPARADO CON NANDROLONA"	"10456201000999114"	"NANDROLONA 50 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6967131000999110"	"PREPARADO CON NANDROLONA"	"10456221000999117"	"NANDROLONA 100 MG/2 ML SOLUCION EN AMPOLLA"
"6967131000999110"	"PREPARADO CON NANDROLONA"	"10461761000999119"	"NANDROLONA 25 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"6967231000999117"	"PREPARADO CON FENILEFRINA Y CAFEINA"	"10491701000999117"	"FENILEFRINA 5.12 MG/2 ML CAFEINA 4.87 MG/2 ML SOLUCION EN AMPOLLA"
"6967231000999117"	"PREPARADO CON FENILEFRINA Y CAFEINA"	"11059871000999113"	"FENILEFRINA 10.25 MG/ML CAFEINA 9.75 MG/ML SOLUCION ORAL EN ENVASE DE 20 ML"
"6967231000999117"	"PREPARADO CON FENILEFRINA Y CAFEINA"	"6997111000999115"	"FENILEFRINA 20,5 MG CAFEINA 19,5 MG COMPRIMIDO"
"6967281000999116"	"PREPARADO CON FLUORESCEINA"	"10354031000999113"	"FLUORESCEINA 25 MG/5 ML SOLUCION EN AMPOLLA"
"6967281000999116"	"PREPARADO CON FLUORESCEINA"	"10637331000999113"	"FLUORESCEINA 500 MG/5 ML SOLUCION INTRAOCULAR EN AMPOLLA"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407081000999119"	"FLUTICASONA 125 MCG/DISPARO AEROSOL X 120 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407111000999112"	"FLUTICASONA 125 MCG/DISPARO AEROSOL X 60 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407421000999113"	"FLUTICASONA 50 MCG/DISPARO AEROSOL X 120 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407451000999117"	"FLUTICASONA 50 MCG/DISPARO AEROSOL X 60 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407641000999117"	"FLUTICASONA 250 MCG/DISPARO AEROSOL X 120 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407661000999118"	"FLUTICASONA 250 MCG/DISPARO AEROSOL X 60 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10407751000999112"	"FLUTICASONA 50 MCG/DISPARO AEROSOL X 150 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"10970601000999114"	"FLUTICASONA 0.5 MG/G CREMA EN ENVASE DE 15 GR"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"11035181000999116"	"FUROATO DE FLUTICASONA 27,5 MCG/DOSIS AEROSOL X 120 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"12636541000999117"	"FLUTICASONA 50 MCG/DISPARO, AEROSOL NASAL X 120 DOSIS"
"6967331000999112"	"PREPARADO CON FLUTICASONA"	"12964281000999110"	"FLUTICASONA 250 MCG/DISPARO DISKUS X 60 DOSIS"
"6967361000999116"	"PREPARADO CON ALFA FOLITROPINA Y LUTROPIN ALFA"	"10455671000999112"	"ALFA FOLITROPINA 150 UI  LUTROPIN ALFA 150 UI LIOFILIZADO EN AMPOLLA"
"6967361000999116"	"PREPARADO CON ALFA FOLITROPINA Y LUTROPIN ALFA"	"10455791000999119"	"ALFA FOLITROPINA 75 UI  LUTROPIN ALFA 75 UI LIOFILIZADO EN AMPOLLA"
