Productos_Clave	Productos_Descripcion	Importancia	AccionesTerapeuticas_Clave	AccionesTerapeuticas_Descripcion
6907	VARTALAN	9	761	Antagonista específico de la angiotensina II
6908	VARTALAN D	1	76	Antihipertensivo
6908	VARTALAN D	2	761	Antagonista específico de la angiotensina II
6919	CLONAZEPAM	1	224	Ansiolítico
6919	CLONAZEPAM	9	128	Tranquilizante
6921	CLIDETS	9	98	Antiacneico
6922	PERIO-AID CON CCP TRATAMIENTO	9	193	Antiséptico bucofaríngeo
6926	BROLIN	9	466	Vitamínico
6930	TUBERCULINA PPD RT23 SSI, 2UT/DOSIS	9	1000	Agente de diagnóstico
6932	BIOLANE	9	183	Antiseborreico
6933	CARIAMYL SOLUCION SPRAY	9	166	Anestésico local
6933	CARIAMYL SOLUCION SPRAY	9	178	Antipruriginoso
6934	EXIDO	9	328	Anestésico
6935	GRISUX DIA Y NOCHE	9	174	Antigripal
6936	INFOR E	9	631	Multivitamínico con minerales
6938	RIGOTAX	9	142	Antialérgico
6943	GLAUCOTENSIL	9	268	Antiglaucomatoso
6944	BRIXIA	1	88	Antihistamínico
6944	BRIXIA	9	431	Antialérgico oftálmico
6945	VALCRON PLUS	9	295	Antioxidante
6946	AVELOX IV	9	26	Antibacteriano
6947	SUALIM	9	832	Sustituto del jabón
6950	LANSOPRAZOL	1	7	Antiulceroso
6950	LANSOPRAZOL	9	723	Bloqueador selectivo de la bomba de protones
6952	RADIGEN	9	525	Antipsicótico
6953	CICLOBENZAPRINA	9	114	Relajante muscular
6954	DISFRUTA LIMON	9	2	Antiácido
6955	ORALFRESH LAMINT	9	697	Refrescante del aliento
6957	COOLIPS	9	88	Antihistamínico
6959	DICLOFENACO DIETILAMINA	9	312	Antiinflamatorio tópico
6960	HYSTICLAR	9	88	Antihistamínico
6961	KETOROLACO	1	118	Analgésico
6961	KETOROLACO	2	112	Antiinflamatorio
6963	LORAZEPAM	1	550	Tranquilizante menor
6963	LORAZEPAM	9	224	Ansiolítico
6964	LOWFIN	9	130	Antidepresivo
6965	MATIDAN	9	164	Antiséptico urinario
6966	MINFADEN	1	112	Antiinflamatorio
6966	MINFADEN	2	77	Diurético
6966	MINFADEN	3	88	Antihistamínico
6967	MINTAGLOS	1	185	Cicatrizante
6967	MINTAGLOS	2	476	Regenerador epitelial
6970	NOSTADEN	9	114	Relajante muscular
6971	OXOLAMINA	1	53	Antiinflamatorio respiratorio
6971	OXOLAMINA	2	179	Antitusivo
6972	PIRITINOL DICLORHIDRATO	9	132	Psicoestimulante
6972	PIRITINOL DICLORHIDRATO	9	486	Psicoenergético
6974	SERTRALINA	9	130	Antidepresivo
6975	TESTISAN	9	356	Antiséptico intestinal
6978	SALBUTAMOL AEROSOL	1	143	Antiasmático
6978	SALBUTAMOL AEROSOL	2	144	Broncodilatador
6979	FLUOXETINA	9	130	Antidepresivo
6980	SALBUTAMOL AEROSOL	1	143	Antiasmático
6980	SALBUTAMOL AEROSOL	2	144	Broncodilatador
6981	PANAGESIC	1	118	Analgésico
6981	PANAGESIC	2	121	Antipirético
6983	TAPSIN LIMONADA DIA	9	174	Antigripal
6985	TAPSIN INFANTIL	1	118	Analgésico
6985	TAPSIN INFANTIL	2	121	Antipirético
6986	DEBRIDAT	9	400	Regulador de la función motora digestiva
6987	PRIMIDONA	9	171	Anticonvulsivo
6988	ZARCOP	1	88	Antihistamínico
6988	ZARCOP	9	126	Hipnótico
6989	KITADOL MAX	1	118	Analgésico
6989	KITADOL MAX	2	121	Antipirético
6989	KITADOL MAX	3	777	Estabilizador del ánimo
6990	MENTANIA	9	414	Activador del metabolismo cerebral
6991	TRIM	9	400	Regulador de la función motora digestiva
6994	QUETIDIN	9	525	Antipsicótico
6995	DIGHERBAL	9	31	Digestivo
7000	NORSIC	9	525	Antipsicótico
7001	TRADOX	9	119	Antiepiléptico
7002	CITARABINA	9	81	Citostático
7003	DAUNORRUBICINA	9	81	Citostático
7005	MIDAZOLAM	9	126	Hipnótico
7006	NEFERSIL FAST	9	118	Analgésico
7007	PANAGESIC CON CAFEINA	1	118	Analgésico
7007	PANAGESIC CON CAFEINA	9	121	Antipirético
7014	SIMPERTEN-D100	1	76	Antihipertensivo
7014	SIMPERTEN-D100	9	77	Diurético
7015	TOBE	1	305	Estrogenoterapia
7015	TOBE	9	397	Progestagenoterapia
7016	NOC	9	709	Tratamiento de la disfunción eréctil
7017	FUDERMEX	9	7	Antiulceroso
7018	ENFAMIL 1 PREMIUM	9	892	Alimento infantil
7019	SANBLEX	9	853	Regulador en trastornos del comportamiento
7020	ACENOX	9	604	Anticoagulante oral
7021	ASAX	9	854	Diurético de asa
7022	CARDACTONA	1	855	Diurético ahorrador de potasio
7022	CARDACTONA	9	807	Cardioprotector
7023	GRANEODIN-TOS	1	193	Antiséptico bucofaríngeo
7023	GRANEODIN-TOS	2	179	Antitusivo
7024	TOPREL	9	171	Anticonvulsivo
7026	TAPSIN NOCTURNO	1	118	Analgésico
7026	TAPSIN NOCTURNO	2	121	Antipirético
7026	TAPSIN NOCTURNO	3	88	Antihistamínico
7027	PROMYRTIL SOLTAB	9	130	Antidepresivo
7029	SPIRIVA	1	144	Broncodilatador
7029	SPIRIVA	2	8	Anticolinérgico
7030	CORITEX	1	825	Glucocorticoide
7030	CORITEX	2	112	Antiinflamatorio
7030	CORITEX	3	113	Antirreumático
7030	CORITEX	9	142	Antialérgico
7032	ZULEPTAN	9	130	Antidepresivo
7033	BENTLEY	9	856	Lubricante vaginal
7035	TRIATEC PREVENT	9	76	Antihipertensivo
7036	VALSWEET	9	189	Edulcorante
7037	LAGRICEL OFTENO	1	449	Humectante oftálmico
7037	LAGRICEL OFTENO	2	601	Lubricante ocular
7038	EMOLAN GEL PROTECTOR SOLAR FPS 35	9	549	Protector solar
7039	PECTOBRONC	9	145	Expectorante
7039	PECTOBRONC	9	235	Mucolítico
7039	PECTOBRONC	9	293	Fluidificante
7040	HERCEPTIN	9	247	Antineoplásico
7041	DIVARIL	9	130	Antidepresivo
7043	PRISMA	9	130	Antidepresivo
7044	BION 3	9	39	Polivitaminoterapia
7046	AFTER SHAVE 2 PHASE	1	763	Refrescante
7046	AFTER SHAVE 2 PHASE	9	695	Dermatocosmético
7047	DERMAC CREMA	9	98	Antiacneico
7050	LEXAPRO	9	130	Antidepresivo
7051	PERIO-AID CON CCP MANTENIMIENTO	9	193	Antiséptico bucofaríngeo
7076	RED OFF AQUA	9	270	Descongestivo oftálmico
7077	REFRESH LIQUIGEL	9	601	Lubricante ocular
7077	REFRESH LIQUIGEL	9	858	Lágrima artificial
7079	AXANT	9	754	Laxante osmótico
7081	ZONIX	9	126	Hipnótico
7082	LOSARTAN POTASICO	9	76	Antihipertensivo
7083	MENTIX	9	372	Estimulante del SNC
7084	CILODEX	9	313	Antiinflamatorio oftálmico
7084	CILODEX	9	859	Antiinfeccioso de amplio espectro
7085	NOVAFAC CC-0,30	9	305	Estrogenoterapia
7086	NOVAFAC CC-L.D.	9	305	Estrogenoterapia
7087	VANISH	9	491	Anticonceptivo oral
7088	FEMOSTON CONTI	9	560	Terapia de reemplazo hormonal
7089	FEMOSTON 1/10	9	560	Terapia de reemplazo hormonal
7090	NATRILIX SR	1	76	Antihipertensivo
7090	NATRILIX SR	2	77	Diurético
7091	YASMIN	9	491	Anticonceptivo oral
7092	CLIMAFEN	9	860	Preventivo y trat. del sindrome climatérico
7094	MINIGEST-20	9	491	Anticonceptivo oral
7095	EUCERIN DRY SKIN	9	695	Dermatocosmético
7096	EUCERIN FACIAL	9	695	Dermatocosmético
7097	KAPLUS	9	654	Suplemento de calcio
7098	KAPLUS-D	9	833	Suplemento de calcio y vitamina D
7099	CAPRIMIDA D BALANCE	9	793	Prevención y tratamiento de la osteoporosis
7100	LEODRIN 70 LIQUICAPS	9	793	Prevención y tratamiento de la osteoporosis
7103	CARVEDILOL	9	76	Antihipertensivo
7104	SANIDECAL	9	291	Calciterápico
7105	SANIDECAL-D	9	291	Calciterápico
7106	LANTUS	9	32	Antidiabético
7107	LEVITRA	9	709	Tratamiento de la disfunción eréctil
7108	MERCAPTOPURINA	1	247	Antineoplásico
7108	MERCAPTOPURINA	2	156	Inmunosupresor
7110	VALIXA	9	887	Tratamiento de la retinitis por CMV
7111	BUDASMAL	1	143	Antiasmático
7111	BUDASMAL	2	825	Glucocorticoide
7114	BLEPHAGEL DUO	9	1347	Higiene de párpados y pestañas
7116	H-VIT	9	466	Vitamínico
7120	D-MANITOL	9	77	Diurético
7121	FITOQUINONA	9	1011	Vitaminoterapia K
7122	NANDROLONA	9	45	Anabólico
7123	BONIL	1	213	Antiinflamatorio no esteroide
7123	BONIL	9	121	Antipirético
7124	AMOFEN	1	118	Analgésico
7124	AMOFEN	2	112	Antiinflamatorio
7124	AMOFEN	3	121	Antipirético
7125	COTIBIN ANTIGRIPAL	9	174	Antigripal
7126	GLIFORTEX-G	9	419	Hipoglucemiante oral
7128	MINIGEST	9	692	Contraceptivo oral
7129	MINIGEST-15	9	491	Anticonceptivo oral
7131	VAGIFEM	9	305	Estrogenoterapia
7132	REUFIN	9	169	Antiartrósico
7133	VARTALAN D FORTE	1	76	Antihipertensivo
7133	VARTALAN D FORTE	9	761	Antagonista específico de la angiotensina II
7134	URAMOL	1	547	Hidratante
7134	URAMOL	9	19	Emoliente
7135	BETAFERON	9	109	Inmunomodulador
7136	NERVIX	9	130	Antidepresivo
7138	ARTRIDOL DUO	1	113	Antirreumático
7138	ARTRIDOL DUO	2	169	Antiartrósico
7138	ARTRIDOL DUO	3	118	Analgésico
7138	ARTRIDOL DUO	9	112	Antiinflamatorio
7139	SUPRACALM	1	118	Analgésico
7139	SUPRACALM	2	121	Antipirético
7140	URAZOL C.R.	9	5	Antiespasmódico
7141	SUPRAHYAL	9	207	Antiartrítico
7145	CLOB-X CREMA	9	871	Corticoterapia tópica
7146	ZIENT	9	276	Hipocolesterolemiante
7147	RHINOCORT AQUA	1	142	Antialérgico
7147	RHINOCORT AQUA	9	274	Corticosteroide nasal
7148	HORMORAL	9	397	Progestagenoterapia
7149	LIREX	1	469	Estrógeno
7149	LIREX	9	397	Progestagenoterapia
7150	BERSEN MD	9	747	Corticoterapia
7155	CLUVAX	9	91	Antibiótico
7156	RINOFILAX	9	142	Antialérgico
7157	INSULINAS ANALOGAS NOVO NORDISK	9	155	Hipoglucemiante
7160	DIABION	1	863	Suplemento nutricional para diabéticos
7160	DIABION	2	408	Polivitamínico con minerales
7160	DIABION	3	295	Antioxidante
7161	OSTEOCAPS	9	746	Calcioterapia
7162	CETIRIZINA DICLORHIDRATO	9	88	Antihistamínico
7164	SULIX	9	444	Terapia prostática
7166	MENINGO A + C	9	912	Inmunización antimeningocócica
7171	TRANT	9	130	Antidepresivo
7172	ENFAGROW PREMIUM	9	891	Leche para crecimiento
7173	GASOPAX	1	2	Antiácido
7173	GASOPAX	2	3	Antiflatulento
7174	TOTELLE CONTINUO	9	560	Terapia de reemplazo hormonal
7175	TUCSAN	9	145	Expectorante
7175	TUCSAN	9	293	Fluidificante
7176	STIEFEL INDOXYL GEL	9	37	Antiacneico tópico
7178	PRO-BEXTRA IM/IV	1	118	Analgésico
7178	PRO-BEXTRA IM/IV	2	834	Inhibidor selectivo de la COX-2
7183	PROZONE GEL	9	715	Fotoprotector
7184	ELIDEL CREMA	9	868	Tratamiento de la dermatitis atópica
7185	CALCIGRAN D	9	833	Suplemento de calcio y vitamina D
7186	CALCIGRAN D FORTE	9	833	Suplemento de calcio y vitamina D
7188	NEBILET	9	76	Antihipertensivo
7189	LUPRON DEPOT 11.25MG	9	436	Inhibidor gonadotrópico
7192	DOLIDER	9	118	Analgésico
7193	MELIC	1	112	Antiinflamatorio
7193	MELIC	2	118	Analgésico
7193	MELIC	3	121	Antipirético
7193	MELIC	4	336	Antiflogístico
7193	MELIC	5	834	Inhibidor selectivo de la COX-2
7194	HELPIN LC LIQUICAPS	9	709	Tratamiento de la disfunción eréctil
7195	ALIZAR	1	77	Diurético
7195	ALIZAR	9	76	Antihipertensivo
7196	PIPLEX	1	98	Antiacneico
7196	PIPLEX	2	112	Antiinflamatorio
7196	PIPLEX	9	345	Antiqueratósico
7197	HHT 4UI	9	938	Hormona de crecimiento
7198	SHAMPOO ANTICASPA	9	243	Anticaspa
7202	COLONAID	9	870	Síndrome intestino irritable
7203	CETAPHIL SPF 15	1	547	Hidratante
7203	CETAPHIL SPF 15	9	549	Protector solar
7204	MESTINON	1	23	Colinérgico
7204	MESTINON	9	88	Antihistamínico
7205	LIBRAXIN	1	5	Antiespasmódico
7205	LIBRAXIN	9	224	Ansiolítico
7206	EFUDIX	9	872	Antineoplásico tópico
7208	PROTAMINA	9	734	Antagonista de la heparina
7220	ALLEGRA 180	9	88	Antihistamínico
7221	EZETROL	9	276	Hipocolesterolemiante
7224	INVANZ	9	91	Antibiótico
7225	BRONDILAT	9	143	Antiasmático
7227	PRAMCIL	9	130	Antidepresivo
7228	GLIDANIL	9	502	Antidiabético oral
7229	CALFETOS FORTE	9	179	Antitusivo
7230	DEUCODOL FORTE	1	118	Analgésico
7230	DEUCODOL FORTE	2	112	Antiinflamatorio
7230	DEUCODOL FORTE	3	121	Antipirético
7231	CALDAR-D FORTE	9	291	Calciterápico
7232	BILATEN-D	1	76	Antihipertensivo
7232	BILATEN-D	2	77	Diurético
7233	ELATER CREMA 1%	1	229	Antifúngico
7233	ELATER CREMA 1%	9	92	Antimicótico
7234	DAMIXAN	9	609	Hipnótico no benzodiazepínico
7235	DEUCOVAL FORTE	1	118	Analgésico
7235	DEUCOVAL FORTE	2	112	Antiinflamatorio
7235	DEUCOVAL FORTE	9	121	Antipirético
7237	ROPSIL	9	224	Ansiolítico
7239	VIPLAN GOTAS	9	5	Antiespasmódico
7241	FEMELLE	9	103	Anticonceptivo
7244	IG VENA N I.V.	1	707	Inmunización pasiva
7244	IG VENA N I.V.	9	533	Inmunoterapia
7245	TOBRAGAN D	1	194	Antibiótico aminoglucósido
7245	TOBRAGAN D	2	100	Antiinfeccioso
7245	TOBRAGAN D	3	20	Corticosteroide oftálmico
7248	INFLEXAL V	9	536	Inmunización antigripal
7249	EPAXAL	9	675	Inmunoterapia hepatitis A
7250	AMOBIOTIC BID	9	91	Antibiótico
7252	ORGALUTRAN	9	886	Antagonista GnRH
7254	TAPSIN LIMONADA NOCHE	9	174	Antigripal
7261	TRIMEBUTINO	1	5	Antiespasmódico
7261	TRIMEBUTINO	2	888	Hipermotilidad intestinal
7262	PERATIVE R.T.H.	9	437	Nutrición enteral
7263	PROMOD	9	406	Suplemento nutricional
7264	BRONDILAT	9	143	Antiasmático
7265	IPRAN	1	130	Antidepresivo
7265	IPRAN	9	902	Inhib. selec. de la recaptación de serotonina
7266	AMIREL	9	130	Antidepresivo
7268	OFF-TEN	9	76	Antihipertensivo
7271	FACIMIN	9	141	Descongestivo
7273	LERFIMIN	9	178	Antipruriginoso
7274	NIPOLEN	9	88	Antihistamínico
7275	RINOSTERYL	9	182	Descongestivo nasal
7277	NIVEA BODY	9	407	Cosmético
7280	GLAFORNIL XR 500	9	419	Hipoglucemiante oral
7284	DELGADOL	9	934	Bloqueador de carbohidratos
7285	CELLTECH GOLD	9	170	Anticelulítico
7286	DEXAN	9	182	Descongestivo nasal
7288	ENERGY CREMA Q10	9	407	Cosmético
7289	TERAP	9	580	Hipnótico benzodiazepínico
7290	INFORTON SPORT	1	385	Multivitamínico
7290	INFORTON SPORT	9	903	Complemento energético
7293	MINIESTREL	9	491	Anticonceptivo oral
7294	MINIESTREL 20	9	491	Anticonceptivo oral
7295	DEUCODOL PLUS	1	121	Antipirético
7295	DEUCODOL PLUS	9	141	Descongestivo
7296	ELATER COMPRIMIDOS	9	229	Antifúngico
7297	TRONSALAN	9	130	Antidepresivo
7300	BRONCODUAL FORTE	9	179	Antitusivo
7301	FEMINOL 15	9	254	Anovulatorio
7302	AVODART	9	915	Trat. de la hipertrofia prostática benigna
7305	NEURACTIN SR	9	171	Anticonvulsivo
7306	TRI-LUMA	9	710	Despigmentante
7307	NICO DROPS	1	270	Descongestivo oftálmico
7307	NICO DROPS	9	601	Lubricante ocular
7308	SYSTANE	9	601	Lubricante ocular
7309	ASPIRINA FORTE	1	112	Antiinflamatorio
7309	ASPIRINA FORTE	9	118	Analgésico
7310	AVANDAMET	9	155	Hipoglucemiante
7311	ENFAMIL 2 PREMIUM	9	892	Alimento infantil
7315	TACE	9	919	Anticonceptivo de emergencia
7316	VFEND	9	237	Antimicótico sistémico
7322	DICIL	9	375	Antimicótico oral
7323	DICIL CREMA 1%	9	376	Antimicótico tópico
7324	ISKIMIL	9	167	Antiagregante plaquetario
7325	KLINA	9	98	Antiacneico
7328	BANTIX	9	403	Antibacteriano tópico
7329	FLUSONA CREMA	1	94	Corticosteroide
7329	FLUSONA CREMA	9	824	Antiinflamatorio tópico esteroidal
7330	MEZALIT	9	419	Hipoglucemiante oral
7331	VITIS PASTA DENTIFRICA	9	922	Cuidado integral de la boca, dientes y encías
7332	ATORLIP	9	73	Hipolipemiante
7333	SERONEX	1	130	Antidepresivo
7333	SERONEX	2	399	Antiobsesivo
7333	SERONEX	9	806	Antipánico
7334	SUBELAN XR	9	130	Antidepresivo
7335	PRESOVASC	1	76	Antihipertensivo
7335	PRESOVASC	2	34	Antianginoso
7338	DRINAMIL	9	76	Antihipertensivo
7340	DOLOFAR 100MG	1	118	Analgésico
7340	DOLOFAR 100MG	9	112	Antiinflamatorio
7341	LIRACOL SUSPENSION ORAL	1	356	Antiséptico intestinal
7341	LIRACOL SUSPENSION ORAL	9	25	Antidiarreico
7342	FUNGOPIROX CREMA 1%	9	376	Antimicótico tópico
7344	PERVIORAL	9	97	Antiherpético
7346	GLEMAZ	9	419	Hipoglucemiante oral
7347	NASTIZOL DIA-NOCHE	9	174	Antigripal
7348	T4 BAGO	9	488	Hormonoterapia tiroidea
7349	DIAGLITAB	9	502	Antidiabético oral
7353	TAPSIN COMPUESTO D.N.	9	174	Antigripal
7354	NUVARING	9	103	Anticonceptivo
7355	SENEXON	9	130	Antidepresivo
7356	SENEXON SR	9	130	Antidepresivo
7357	ZYMAR	1	100	Antiinfeccioso
7357	ZYMAR	9	26	Antibacteriano
7359	LIPISTAT	9	276	Hipocolesterolemiante
7360	LUMBOPLEX	9	926	Tratamiento para el lumbago y la ciática
7362	SILIK	9	382	Antialopécico
7363	BIOCORD-E FLUIDCAPS	1	385	Multivitamínico
7363	BIOCORD-E FLUIDCAPS	9	487	Energizante
7364	CALFETOS	9	179	Antitusivo
7365	MEDIDOS	1	307	Antimicótico vaginal
7365	MEDIDOS	9	99	Tricomonicida
7366	FUZEON	9	93	Antiviral
7370	NEUTROGENA LINEA NEUTROGENA MEN	9	695	Dermatocosmético
7373	RECAMICINA	1	540	Antibacteriano de amplio espectro
7373	RECAMICINA	9	248	Antimicrobiano
7378	ACERDIL	1	76	Antihipertensivo
7378	ACERDIL	9	84	Inhibidor de la ECA
7381	IBUPIRAC FLU	9	174	Antigripal
7382	IBUPIRAC FLU FORTE	9	174	Antigripal
7384	CUIDADO INTIMO	9	933	Higiene íntima femenina
7385	BAYCIP XR	9	91	Antibiótico
7386	TRANSTEC	9	401	Analgésico opiáceo
7387	CIALIS	9	709	Tratamiento de la disfunción eréctil
7388	KOPODEX	9	171	Anticonvulsivo
7389	AROXAT CR	9	130	Antidepresivo
7390	AUGMENTIN ES-600	9	202	Antibiótico de amplio espectro
7391	LAMICTAL DISPERSABLES	9	119	Antiepiléptico
7393	CRESTOR	9	276	Hipocolesterolemiante
7394	IRESSA	9	928	Inhib.selectivo factor crec.epidérmico (EGFR)
7395	EBIXA	9	688	Terapéutica del Alzheimer
7396	ERBITUX	1	1039	Anticancerígeno
7396	ERBITUX	9	1040	Inhibidor selectivo factor crecim. epidermal
7397	NEUROCAM	9	118	Analgésico
7397	NEUROCAM	9	246	Antineurítico
7399	RIGOTAX-D	1	142	Antialérgico
7399	RIGOTAX-D	9	930	Descongestivo sistémico
7400	BIOCORD ACTIVE	9	652	Suplemento alimentario
7401	VESNIDAN	1	82	Antivaricoso
7401	VESNIDAN	9	657	Vasoprotector
7402	WALIX	9	213	Antiinflamatorio no esteroide
7403	IXEL	9	130	Antidepresivo
7404	EVRA	9	932	Anticonceptivo hormonal de uso transdérmico
7405	RESTASIS	9	156	Inmunosupresor
7408	DEGRALER	1	142	Antialérgico
7408	DEGRALER	9	88	Antihistamínico
7409	DIAPRESAN	9	130	Antidepresivo
7410	GLICENEX	9	419	Hipoglucemiante oral
7413	REYATAZ	9	606	Antirretroviral
7414	LAVASEPT	9	95	Antiséptico
7416	CROMIDIN	9	868	Tratamiento de la dermatitis atópica
7418	FLEXURE	1	113	Antirreumático
7418	FLEXURE	2	169	Antiartrósico
7418	FLEXURE	3	118	Analgésico
7418	FLEXURE	9	112	Antiinflamatorio
7419	RIZE	9	224	Ansiolítico
7420	DOLO WINASORB	1	118	Analgésico
7420	DOLO WINASORB	2	112	Antiinflamatorio
7420	DOLO WINASORB	9	113	Antirreumático
7421	DELGADOL FIBRA	9	934	Bloqueador de carbohidratos
7422	ESALDOX	9	984	Terapia de reemplazo tiroideo
7423	ALLEDRYL-D	1	88	Antihistamínico
7423	ALLEDRYL-D	9	141	Descongestivo
7424	INFOR JARABE ADULTO	9	385	Multivitamínico
7426	VIPROXIL	9	5	Antiespasmódico
7427	ALERTOP-D	1	88	Antihistamínico
7427	ALERTOP-D	9	141	Descongestivo
7429	LUBRIDERM REAFIRMANTE	9	407	Cosmético
7430	CEFIRAX	9	616	Antibiótico cefalosporínico
7431	FORTEO	9	940	Agente para formación de hueso
7432	XIGRIS	9	939	Sepsis severa
7433	VIPLAN COMPUESTO	9	936	Antiespasmódico potenciado
7434	ACIDO BORICO	9	95	Antiséptico
7436	ANIS ESTRELLA	9	935	Antiflatulento natural
7441	CLORURO DE MAGNESIO	9	1050	Antihipomagnesemia
7444	OXIDO DE ZINC	9	249	Astringente
7448	SAL INGLESA	9	17	Laxante
7450	SULFATO DE MAGNESIO	9	409	Electrolítico
7452	TILO	9	40	Sedante natural
7453	ORTHOKIN DENTIFRICO LIQUIDO	9	1205	Higiene bucal p/portadores aparatos ortodonc.
7454	SANIDECAL FORTE	9	291	Calciterápico
7455	SANIDECAL-D FORTE	9	291	Calciterápico
7456	BROPIL	9	144	Broncodilatador
7457	HIPOVER	9	419	Hipoglucemiante oral
7458	TIAZAC	9	419	Hipoglucemiante oral
7459	FKD DENTIFRICO BLANQUEADOR PROGRESIVE	9	1204	Blanqueador dental
7460	GABEX	1	171	Anticonvulsivo
7460	GABEX	9	119	Antiepiléptico
7463	ISDIN CICAPOST CREMA	1	415	Protector dérmico
7463	ISDIN CICAPOST CREMA	2	185	Cicatrizante
7470	NOGESTA	9	491	Anticonceptivo oral
7473	AGUA TERMAL	9	407	Cosmético
7474	PROTECTOR SOLAR	9	549	Protector solar
7475	FOTOSOL EMULSION FPS-30	9	549	Protector solar
7476	UNITONE 4	9	710	Despigmentante
7477	CETRIL	1	114	Relajante muscular
7477	CETRIL	9	364	Antiespástico
7479	DIROSEAL	9	943	Tratamiento de la rosácea
7480	DOLO-NIOFEN	1	112	Antiinflamatorio
7480	DOLO-NIOFEN	2	118	Analgésico
7480	DOLO-NIOFEN	9	121	Antipirético
7481	GLUCONOL	9	419	Hipoglucemiante oral
7482	ATAC	1	112	Antiinflamatorio
7482	ATAC	2	118	Analgésico
7482	ATAC	3	121	Antipirético
7483	WINASORB UP FORTE	1	118	Analgésico
7483	WINASORB UP FORTE	9	121	Antipirético
7485	TOTELLE CICLICO	9	560	Terapia de reemplazo hormonal
7486	STRATTERA	9	134	Neurotónico
7487	FINDALER GOTAS	9	142	Antialérgico
7488	RINOPLEX	1	182	Descongestivo nasal
7488	RINOPLEX	2	142	Antialérgico
7489	VINAGRE DE MANZANA	9	433	Adelgazante
7496	VITAMINA A	9	816	Suplemento vitamínico
7499	CLARITROMICINA	9	91	Antibiótico
7503	PROGYNOVA	9	560	Terapia de reemplazo hormonal
7506	GOTELY	9	503	Bloqueante alfaadrenérgico
7507	LINATECAN	9	247	Antineoplásico
7508	MAGNATIL CALCICO FORTE	9	557	Suplemento mineral
7516	ACTRON	1	118	Analgésico
7516	ACTRON	2	112	Antiinflamatorio
7516	ACTRON	3	209	Antifebril
7538	ATORVASTATINA	1	73	Hipolipemiante
7538	ATORVASTATINA	9	587	Reductor del colesterol sanguíneo
7539	AMLODIPINO	1	76	Antihipertensivo
7539	AMLODIPINO	2	34	Antianginoso
7540	CADUET	1	76	Antihipertensivo
7540	CADUET	2	73	Hipolipemiante
7542	LYRICA	1	119	Antiepiléptico
7542	LYRICA	2	948	Analgésico neuroléptico
7591	EVADOL XR	9	5	Antiespasmódico
7592	MOMELAB	9	267	Corticosteroide tópico
7593	CERTICAN	9	955	Inmunosupresor selectivo
7595	GENTEAL GEL	9	41	Lubricante oftálmico
7601	RITALIN LA	9	751	Estimulante del sistema nervioso central
7602	VIPROXIL COMPUESTO	1	5	Antiespasmódico
7602	VIPROXIL COMPUESTO	9	118	Analgésico
7604	VOLTAREN AEROSOL	1	118	Analgésico
7604	VOLTAREN AEROSOL	2	312	Antiinflamatorio tópico
7606	CICALFATE	1	185	Cicatrizante
7606	CICALFATE	2	26	Antibacteriano
7607	AVASTIN	9	1016	Antineoplásico para cáncer colo-rectal
7608	ORIGINAL SWEET	9	966	Endulzante libre de calorías
7609	FUNGOPIROX POLVO 1%	9	229	Antifúngico
7610	SIAFIL	9	709	Tratamiento de la disfunción eréctil
7611	SIMVASS	1	73	Hipolipemiante
7611	SIMVASS	2	276	Hipocolesterolemiante
7614	XUMADOL	1	118	Analgésico
7614	XUMADOL	2	121	Antipirético
7618	ATORVASTATINA	9	73	Hipolipemiante
7622	HIPOLIXAN 20MG	9	73	Hipolipemiante
7623	HIPOLIXAN 40MG	9	73	Hipolipemiante
7624	NIMESULIDA	1	118	Analgésico
7624	NIMESULIDA	2	121	Antipirético
7626	MONOPRIL PLUS	1	76	Antihipertensivo
7626	MONOPRIL PLUS	2	77	Diurético
7627	ALIMTA	9	247	Antineoplásico
7628	FISIOGEL CREMA	9	547	Hidratante
7642	QUERATOPIL	9	695	Dermatocosmético
7644	DESODORANTE TRI-ACTIF	9	986	Tratamiento de la hiperhidrosis
7649	FITTYDENT ADHESIVO	9	1021	Adhesivo para prótesis dentales
7650	FITTYDENT COMPRIMIDOS LIMPIADORES	9	1090	Limpiador para prótesis dentales
7655	ALBUMINA HUMANA 20%	9	585	Expansor plasmático
7657	VALAPLEX	9	76	Antihipertensivo
7658	VALAPLEX D	9	76	Antihipertensivo
7660	HEPAVAX-GENE	9	527	Inmunoterapia hepatitis B
7661	OLIVIN	9	525	Antipsicótico
7662	ZEPAZ	9	130	Antidepresivo
7663	CREVET CALCIO + D3 + C	9	654	Suplemento de calcio
7664	CREVET E	1	295	Antioxidante
7664	CREVET E	9	652	Suplemento alimentario
7666	INFORTIN	9	982	Multivitamínico infantil
7668	NORDITROPIN	9	938	Hormona de crecimiento
7672	PENTAFERR	9	69	Antianémico
7676	SAL ULTRA LIVIANA EN SODIO	9	819	Sustituto de la sal
7677	JABON NEUTRO CON MENTOL REFRESCANTE	9	832	Sustituto del jabón
7681	DELGADOL VITA	9	35	Vitaminoterapia
7683	NITRENDIPINO	9	76	Antihipertensivo
7684	MELOXICAM	1	118	Analgésico
7684	MELOXICAM	2	445	Antirreumático no esteroide
7685	FITOMENADIONA	9	175	Antihemorrágico
